,date,user_id,sex,age_skin_type,rate,content,product_url,dist
1705,4개월 전,ㄴㅇㄴㅂ,f,18세 · 건성 ·,best,"평소에 '화장품은 선크림 말곤 다 필요없어!' 하시는 아빠 때문에 남성 올인원 제품을 알아보던 중 평가단을 하게 되었네요 ㅎㅎ 선크림 말고는 필요 없다는 울 아빠도 잘 챙겨바르시는 걸 보니 올인원이라 역시 편하긴 편합니다 ㅋㅋ 제가 테스트해보니 마무리감이 굉장히 산뜻하고 처음에 바를 땐 유분보다 수분 함량이 굉장히 높구나, 로션과 수분크림을 섞은 제형 같다! 고 생각했는데요, 다 바르고 나니 오일리한 느낌도 들고 약간 코팅된 듯한 느낌이 드는 정말 그야말로 올인원 제품의 '정석' 같은 느낌이였달까요 ㅎㅎ 그야말로 '정석' 의 느낌이라 피부타입 상관 없이 건성 복합성 지성 다 쓰기 무난히 좋을 것 같은 제품입니다~ 모던하고 심플한 디자인의 용기도 굉장히 맘에 들구요! 무엇보다 향이 !!!!! 정말 맘에 들었습니다 향이 너무너무 좋아요 ㅠㅠ 단점은 딱히 없는 것 같아요 다른 제품과 구분했을 때 특별하게 와!! 너무 좋아!! 하는 게 없는 게 단점이라면 단점이지만 무매력이 매력인 제품을 좋아하는 편인지라 이것도 단점으로 보이지는 않네요 ㅎㅎ 솔직하게 리뷰 쓰려고 계속 단점을 찾아보는데 정말 없어요... 무난과 정석의 그 정점을 찍은 느낌입니다 ㅋㅋ",/product/86923,0.006031408955088247
1706,4개월 전,yedidi,f,24세 · 중성 ·,good,남자 화장품이라 남자친구한테 넘겼어요! 무난한것 같다고 하더라고요 향은 괜찮다고 하구 원래 보타닉힐보 미스트 쓰다가 괜찮아서 그것두 같이 쓰구잇었는데 일단 피부는 복합성이에요 여름엔 선크림 유분 조금만 잇어도 번들번들해지고 겨울에는 건조해서 꼭 크림을 발라야하는 피부타입인데 지금부터 늦가을까지는 괜찮을거같다고 하네요 !!! 단점이라면 패키지 디자인상 안에 얼마나 내용물이 남아잇는지 확인이 잘안되서 ㅠㅠ 펌핑식이라는건 위생상 좋은것같아요 고장문제만 없으면용! 쓰다가 더 괜찮으면 계속 구매할것 같다고도 하더라구요 원래는 항상 U***꺼 썻는데 이번 기회에 바꿀것같네융-  무엇보다 남자들은 이것 저것 챙겨바르는것도 귀찮아하구 또 향이 너무 강하면 아버지 스킨냄새 같고 그런데 전반적으로 괜찮아서 좋았어요!! 보타닉힐보는 다른 제품들도 전체적으로 제피부 타입에도 잘맞구 트러블도 없어서 좋은것 같아요!!,/product/86923,0.012823792137093393
1707,4개월 전,광띠,m,27세 · 복합성 ·,best,제 피부는 건성에 가까운 복합성이며 중고등학교시절 여드름을 달고 살았습니다 안써본 화장품이없으나 최근들어 정말 기본적인화장품만 쓰는게 피부에 맞다는 걸 느끼고 바르는 양과 종류를 최소화하니 트러블은 나지않는것을 알게됐습니다.  그러던 와중 이벤트를 통하여 평가단에 선정이됐고 제품을 받았습니다. 저는 원래 타사의 3in1제품을 애용중이였습니다. 하지만 건성피부로 환절기및 겨울에는 보습제품을 사용해야만하고 울며겨자먹기로 여드름을 감수하면서 까지 보습크림을 따로 챙겨야만 했습니다.  하지만 본 제품을 처음쓴순간 그 고민은 해결됨을 느꼈습니다. 적당한 유분기와 수분기의 밸런스는 이 제품만으로도 가을과 겨울의 건조함을 이기기엔 충분하며 발림성이 좋아 번들거림도 없었습니다.  여드름흉터때문에 추가로 매우 매트한 기능성크림을 볼에만 바르는데 본제품을 사용하고 발라도 전혀 이질감없이 오히려 피부결을 정돈해주어서 흡수또한 빠른편이였습니다.  아직 두번밖에 사용안했으나 지난 15년간 수많은 기초화장품을 써본 경험에 비추어 이 제품은 적어도 저한테는 매우 적합한 제품임이 확실히 느껴졌습니다.  끝으로 저처럼 건성 및 화농성여드름이 생기는 피부엔 알코올계열의 산뜻한 기초화장품보다 유수분밸런스가 좋은 본 제품이 훨씬 효과적일것이라 장담합니다. +그냥 만사가 귀찮은신 남자분들도 이거하나로 화장품 해결하세요! 모든피부 무난하게 다 커버가 됩니다.,/product/86923,0.004341805645511565
1708,4개월 전,min43,f,32세 · 복합성 ·,best,"오오 퍼펙트 올인원 정말 좋은데요? 오늘 오전 택배 받자마자 남편에게 바로 발라줘봤어요! 당장 세수하고 오라고 독촉하며 주말의 늦은 아침을 깨웠는데 단 한가지의 단계로 챱챱 발라본 남편의 투덜거림이 확 줄면서 이거 괜찮다고 합니다ㅋㅋ 기존 우루오스 밀크를 꾸준히 몇년동안 사용해왔었던 남편에게 일본 불매 운동 동참하자며 안사주고 꽃을든남자에서 나온 스킨,로션 세트를 사줬는데 저는 남편얼굴에서 향도 좋고 다 좋았지만 결국 귀찮아서인지 스킨만 쓰더라구요...ㅜㅜㅋㅋ 로션은 엄청 남았어요...;; 현재 바르고 몇시간 지났는데 피부에 느껴지는 불편한 느낌도 없다고하고 보기에도 각질 부각없이 촉촉하네요~! 이번에 받은 평가단 제품 다 쓰고나면 동일 제품 사주려구요~^^ㅋㅋ 평가단 체험 감사합니다! 글픽도 짱짱~^^ -------------------------- 남편이 만족스럽게 사용해서 아빠도 사드렸어요~ 올영에서 지금 세일가로 저렴히 구매했는데 20대 신랑도 50대 아버지도 만족하십니다^^",/product/86923,0.0018888291451832906
1709,5개월 전,설댕,f,25세 · 지성 ·,good,화장품 발라라고 사주고 계속 말해도 안바르던 동생놈이 이건 매일 바르는 걸 보면 분명 좋은 제품일 거라 생각합니다 굿!👍🏻,/product/86923,0.007491593412043973
1710,2019.4.17,쥬뗌뮤,f,29세 · 복합성 ·,good,남자친구 화장품을 선물로 삿는데 향도 괜찮고 남자친구 피부에 잘 맞드라구요 그래서 괜찮은 제품인거 같아요 무난하게 쓰기 괜찮아요 굳굳!,/product/86923,0.014059579845396741
1711,2019.3.28,임크리스탈,f,26세 · 복합성 ·,best,남자친구가 이거 향이 정말 좋다고 엄청 좋아해요! 수분부족형 지성인 피부에서 잘 맞고 적당히 가벼운듯 촉촉하다고 좋아하고 있어요ㅎㅎ,/product/86923,0.0025929821776423667
1712,2019.3.22,Mippeun2,f,26세 · 복합성 ·,best,올인원치고 아주 보습력이 좋아서 남동생이 잘 쓰고 있어요!,/product/86923,0.0031541994431846243
1713,2019.3.12,펑펑펑펑,m,23세 · 복합성 ·,good,정만 올인원이라는 말이 걸맞긴 해요ㅎㅎ 로션하고 스킨하구 같이 섞여있는 느낌? 여러개 바르기 귀찮은 분들은 이거 한번에 쓰셔도 좋을 것 같네요💕 하지만 확실히 여러개를 사용할 때보다 보습력이나 지속력이 조금 떨어지는 건 사실입니당ㅜㅜ 그냥 저냥 무난하게 쓸 수 있을 것 같아요!!,/product/86923,0.021333913420065964
1714,2019.3.8,떼엥,f,26세 · 복합성 ·,best,"#올리브영추천템  아빠도 삼촌도 다 알로에만 쓰시다가 보습감이 부족하다고 하셔서 사드렸어요. 남자화장품향을 싫어하셔서 알로에나 엄마 화장품 같이 사용하셨는데, 이 제품은 향도 은은하고 끈적임이 없어서 재구매도 했습니다.",/product/86923,0.002215561569516855
1715,2019.2.21,규서기,m,16세 · 중성 ·,best,이거 쓰고있는데 피부도 좋아지고꙼̈ 더 촉촉해진것 같아요 강추 합니다!!👍👍,/product/86923,0.027073625510217192
1716,2019.2.6,뀰쟁이,f,25세 · 복합성 ·,good,올리브영에서 세일 할때 남친 사줬더니 가을부터 최근까지 아주 잘! 사용하고 있대요 저거 하나만 바르면 너무 가벼운거같다고 겨울에는 크림 하나 더 바른다고 하더라구여 앞으로 이거만 써도 될 거 같다고 해요~,/product/86923,0.009932870210040412
1717,2019.2.4,으챠으챠,f,28세 · 복합성 ·,good,이거 올인원 제품들 중 가장 크리미하고 촉촉해서 구매했어요 겨울이라 얼굴 건조하다는 아빠 사드렸는데 만족하고 계시답니당 :),/product/86923,0.004652860498488565
1718,2019.2.4,똑똑한석류,f,27세 · 건성 ·,best,아버지께서 벌써 세 통째 쓰고 계십니다. 한 번 사드린 이후로 엄청나게 좋아하셨던 ㅎㅎ 뿌듯합니다.,/product/86923,0.002421000677278684
1719,2019.2.2,홍찌언니,f,25세 · 건성 ·,best,남자친구 선물로 줬는데 너무 촉촉하고 맘에 들어했어요 무엇보다 순해서 좋았던!,/product/86923,0.0013145905500587807
1720,2018.12.12,surfgirl,f,41세 · 건성 ·,good,하석진 화장품. 생각보다 향기가 고급스럽고 뭔가 옛날 남자화장품 그런 냄새 아니라서 샀는데 남편도 조아하는거 같습니다.,/product/86923,0.0049602955663781145
1721,2018.12.3,리뷰꾼,m,29세 · 복합성 ·,good,이거 형님선물로 드렸는데 편하고 성능도좋다하시는데 저도써보려구여 ㅎㅎ,/product/86923,0.0012729907355822911
1722,2018.12.3,ghkdwodn,m,25세 · 지성 ·,best,아버지께 선물로 드렸는데 매우만족하시네요.2통째 사용중입니다. 촉촉하고 피부가 부드러워져서 잘쓰시고 계십니다.,/product/86923,0.0015451752910115024
1723,2018.11.20,goodway,m,33세 · 지성 ·,best,기존에 쓰던 올인원 제품도 괜찮았지만 한 번 바꿔보고 싶어서 이 제품으로 바꿨는데 아주 만족합니다. 일단 발랐을때 촉촉함부터가 다르고 아침에 일어나면 괜히 피부가 좋아진 느낌이 듭니다.(실제로 좋아졌는지는 모르겠지만),/product/86923,0.003807062005144468
1724,2018.5.6,비치,f,27세 · 건성 ·,good,아침에 뭐 챙겨바르기 귀찮은 남자들한테는 짱인듯ㅋ 그루밍족이다 뭐다 해도 기초 화장품이 무거운 거 싫은 남자한테는 이게 편리하다고 하네요 특히 나이대가 있으신 남자 분들은 뭘 바르는 거에 거부감이 더 있는 편인데 이건 하나만 바르면 되니까 챙겨 바르시더라구요,/product/86923,0.006421953707465011
1725,2018.4.13,r크림,f,23세 · 민감성 ·,best,동생이 피부가 건조한 여드름이 많이나는데 귀찮아서 아무것도 안발라서 사준제품이에옹! 여드름진짜 눈에 띄게 좋아지고 피부결도 보들보들해졌어요! 참고로 동생은 고등학생입니다!,/product/86923,0.002142394617004273
1726,2018.4.4,chrison82,m,22세 · 복합성 ·,good,가격도좋은편이고여동생이추천해줘서샀는데 좋은듯 끈적이지않고에센스도바르는데좋은거같아요 무거운거싫어하는데상쾌합니다,/product/86923,0.039895595899492764
1727,2018.3.6,설탕형,m,28세 · 지성 ·,soso,딱히 촉촉하지도 않고 이게 왜 올인원이지? 하는 생각..  올인원이라고 말하긴 그렇고 그냥 스킨? 정도의 촉촉함과 보습감의 느낌이네요.  건조하신분들은 크림 하나 더 보충하셔서 바르셔야해요.  향은 알콜냄새 너무 진하지 않으면서 좋은 남자 향수냄새?,/product/86923,0.0043667270540580505
1728,2018.2.21,김개리,m,28세 · 복합성 ·,best,향도없고 남자들이쓰기좋은거같아요! 발림성도좋고 땡기는거도 덜함!,/product/86923,0.04353795722699361
1729,2018.1.23,벼니에오,f,25세 · 복합성 ·,best,향이 거의 없구요 올인원도 두가지로 나눠지던데? 귀찮아서 하나만 바르는 남자친구는 넘 잘써요 세일도 하더라구요ㅎㅎ 우르오스보다 향이나 등등 괜찮은거 같아요,/product/86923,0.013912216302602531
1730,2018.1.22,voicefaith,f,25세 · 중성 ·,good,끈적임 싫어하는 남성분들이 쓰기 제일 좋은 것 같아요! 보통 남성화장품은 특유의 향이 엄청 강한데 이 제품은 향도 거의 없어서 향에 민감하신 분들께도 추천합니다! 중성~지성피부까지는 무난하게 잘 쓸 것 같고 건성피부가 쓰기엔 좀 건조하다고 느낄 수 있어욤!,/product/86923,0.01785834823046417
1731,2018.1.22,dany99914,m,22세 · 복합성 ·,good,촉촉하고 편해요. 근데 이것만 쓰기에는 보습력이 약함,/product/86923,0.004792336645391804
1732,2017.12.29,이성욱,f,25세 · 복합성 ·,best,남자친구 사줬는데 쵸큼 기름기 도는 거 같긴 해요 하지만 겨울에 이거 하나 바를 사람이기에... 만족크합니당  하지만 이 친구의 최고 장점은 바로 향💕 제가 남자친구 사주려고 고를 때 중점을 둔 게 제가 안겨서 숨을 들이마셨을 때 기분이 좋을 향. 코가 예민해서 향수나 아저씨 스킨냄새는 못맡거든요ㅠㅠ 이거 향 진짜 최고에요ㅠㅠ 뭔가 존바바토스 아티산 잔향 느낌도 납니당,/product/86923,0.004036776125259212
1733,2017.10.26,녹ㅊr,f,24세 · 복합성 ·,best,"남동생이 너무 좋데요, 끈적이는거 싫어하는데 끈적임없고 건조하지 않다네요! 저도 써봤는데 일단 냄새가 심하지 않아서 좋았구요, 민감성 피부인데도 뭐 올라오는 것 하나 없었어요 ! 피부결도 부드러워지는 것 같고 촉촉하네용 딱 남성들이 좋아할 만큼 제품입니다! 동생이 엄청 만족하면서 쓰고있어서ㅠ 추천해요 짱짱 :)",/product/86923,0.007593907671664679
1734,2017.10.3,혀기군,m,20세 · 민감성 ·,good,저는 아침에만 이제품 바르는데 왜냐하면 성분에 모공을 막는 성분들이 있더라구요... T존이나U존의 기름들 땜에 아침애만 바릅니다,/product/86923,0.003861532679966362
1735,2017.9.27,상우안나,f,25세 · 복합성 ·,best,"평가단 리뷰입니다♡ (먼저, 배송지 변경으로 인해 늦은 수령과 테스트 기간을 가지느라 늦은 리뷰 양해부탁드립니다.)  이번 보타닉힐 보 아이디얼 포맨 올인원의 사용자는 50대 중반이신 저희 아버지였습니다. 원래 저희 아버지는 같은 라인의 스킨을 사용하시면서 샘플로 증정된 올인원도 함께 쓰시고 계셨습니다. 평소에 사용하고 계셨던지라 아버지께선 거부감 없이 사용하셨습니다. 아버지께서는 올해 봄부터 쭉 스킨을 사용해 오셨는데 그 때 빨리 스며든다고 매우 좋아하셨습니다. 근데 올인원 역시 흡수가 매우 빠르고 저희 아버지께서는 얼굴에 무언가를 바른 듯한 느낌이 남는 걸 매우 싫어하시는데 그런게 하나도 없다고 너무 잘 사용하고 계십니다. 제가 테스트 해본 결과로 향은 랑방의 에끌라 드 아르페쥬와 거의 흡사한 향이 났으며 흡수는 매우 빠르나 물처럼 묽고 가벼워 가을&겨울에 바르기에는 수분감이 부족하다고 느꼈습니다!  올인원의 평가를 정리해보면, 향: 여성향수 느낌으로 호불호가 갈릴 것 같음(☆☆☆☆) 텍스쳐: 묽음(☆☆☆) 수분감: 봄&여름에 어울리는 라이트함(☆☆☆☆) 가격: 올인원이고 한번 구매 시 50원 동전 크기 만큼 사용한다고 가정하고, 가격대비 성능을 평가해 본 결과 만족(☆☆☆☆) 펌핑: 무난하지만 펌핑 특성상 내용물이 남아도 끝까지 사용할 수 없는 단점이 있음, 하지만 탄탄하고 편리함(☆☆☆☆) 용기: 디자인이나 내구성 면에서 모두 무난하나, 불투명하여 안의 내용물을 볼 수 없어서 알뜰한 사용 불가(☆☆☆)  ☆☆주관적인 결론은 향도 마음에 들고 계절만 잘 타서 적정량을 알맞게 사용한다면 가격대비 성능을 생각해보았을 때, 소비자로서는 재구매 욕구가 생긴다!☆☆",/product/86923,0.004375387128840114
1736,2017.9.20,용다닝,f,21세 · 복합성 ·,good,평가단 리뷰입니다 우선 전 아빠께 드렸는데 아빠께서 편하고 촉촉하니 좋다고 하시네요! 저는 남자 스킨로션냄새를 별로 안좋아하는데 이제품은 향이 그렇게 강하지 않아서 좋더라고요! 건성이신분은 이거 하나로 건조 하실거에요! 하지만 여름에 가볍게 쓰기 좋다는점 ! ㅎㅎ,/product/86923,0.0015862812562760231
1737,2017.9.20,상혁,f,21세 · 복합성 ·,good,#평가단리뷰 처음걸려봐서 엄청 떨렸는데 포맨 제품이라서 아빠줄까 하다가 제가썼습니다ㅋㅋㅋ 일단 지성인 제피부에도 요즘같은 환절기에 보습관리도 잘 되는것 같고 올인원이라서 편해요!,/product/86923,0.004308465668020567
1738,2017.9.20,앙잉꽁,f,25세 · 건성 ·,good,평가단 리뷰 !  제가 먼저 테스터 해밨는데 텍스쳐가 찐득하지도 않고 산뜻 하게발리더라구요 그래서 복합성피부인 저희오빠(20대 중반)에게 줬습니다 ! 오빠의 후기도 같이 쓸께요 ㅎ  원래 화장품 바르기 기찬아서 잘안바르는데 용기가 편하게 나와서 좋은거 같았어요 그리고 올인원이라서 하나만 발라도 되는점이 젤좋다하더라구요 ㅋㅋㅋㅋㅋ 끈적임도 없고 트러블없이 무난하게 잘쓰고 있습니다 !,/product/86923,0.004179239360836529
1739,2017.9.19,만두기,m,35세 · 건성 ·,good,"#평가단리뷰 보통 남성용 화장품이 복합성이나 지성피부용으로 나오는 편이라 건성에 가까운 제 피부엔 턱없이 모자랄 거라고 생각했는데 생각보다 촉촉했어요. 사용감도 바른 후 가볍게 날아가기보단 약간 촉촉?끈적?한 느낌이 남는 편이고, 전 중건성 피부인데 토너 후에 단독 사용해도 무난했습니다. 지성분들은 겨울에도 쓰실 수 있을 듯. 향은 무난해요. 남자!!!!!!스런 향 아니어서 좋았고 펌프형 용기라 사용하기도 편했습니다. 펌프형 올인원...누가 봐도 남성용 제품이죠. 화장품에 원체 관심 없는 남자들에게 입문용으로 선물하기 좋은 제품입니다.",/product/86923,0.005392421246108947
1740,2017.9.19,페긔,f,24세 · 복합성 ·,good,"#평가단리뷰 당첨되어서 제가 테스트 해보고, 아버지께 선물로 드렸어요! :) (50대, 피부가 두껍고 기름이 잘 나지만 속은 살짝 건조한 지복합성) 아빠 리뷰도 같이 넣어서 리뷰씁니다! 일단 향은 부담감 없고 어느 쪽이냐 하면 산뜻해요! 누구한테나 거부감없는 약간 시원한 향...? 진득하지 않은 크림제형인데 이게 또 펴바르면 촉촉히 바로 흡수가 되더라고요. 올인원이라 그런가 세안하고 이걸로 하면 수분은 잘 주겠다 싶은 ㅎㅎ 그런데 하나 아쉬운 점은 한겨울 같이, 입 주변도 일어날 정도로 건조할 때는 (그렇지만 이 부분은 올인원이다보니 어쩔 수 없는 것 같아요) 이것만 바르기에는 조금 건조하겠다 싶은~ 그것빼고는 저희 아버지도 만족해하셨어요!",/product/86923,0.004933626868838581
1741,2017.9.18,지군,m,22세 · 지성 ·,good,#평가단리뷰 입니다. 지성피부 남자입니다. 에센스 정도의 텍스쳐에요 막 흐르지는 않는정도? 사용감은 얼굴위에서 굉장히 잘 펴발라져요 수분감있게 발리는데 유분감은 거의 안 느껴져서 건성피부가 단독사용은 힘들 듯 합니다. 금방 수분감이 날라가지는 않고 거친피부에도 빠르게 흡수되어 어느정도 지속되서 요즘에는 이거 하나만 쓰고 있어요 향도 아저씨 스킨냄새랑은 거리가 먼 향이라 더욱 좋네요 산뜻한 올인원 제품 찾으시면 추천합니다!,/product/86923,0.002675252767939007
1742,2017.9.18,준검준검,f,20세 · 복합성 ·,good,평가단리뷰입니다!!  사용한사람:40대초반 남성 피부:건성이며 피부가 까칠하고 푸석푸석해보임  저희아빠드렸는데 평소에 귀찮아서 얼굴에 바르는거없고 크림같은거는 무거워서 싫어하시는데 이거쓰고나서 무엇보다 가볍고 올인원이다보니까 편해서 좋다고하시니 뿌듯했어요!! 그리고 가벼운데도 촉촉하고 끈적거리지않아서 좋은것같네요! 하지만 많이건조하신분은 수분이 부족하다고 느낄것같습니다!,/product/86923,0.006593546371276515
1743,2017.9.18,옆동네언니,f,36세 · 복합성 ·,best,로션은 세수처럼 발라야 마음이 편하다는 스킨케어엔 매우 무지한 예비신랑이 사용했습니다.  예랑은 우선 남자스킨로션의 특유 향이 싫어서 아무것도 안바르고 산지 32년차 쌩피부. 그나마 제 에센스는 향기가 좋다고 푹푹 짜서 피부에 바르는게 아닌 얼굴에 문대는 사람인데!!  요거 향기 좋다면서 남자꺼라고 어찌나 아끼던지 아침저녁으로 꼬박꼬박 바르니 요즘 갑자기 건조해져서 입가가 추접스럽게 하얗게 뜨고 했는데 쏙 들어가네요. 원래 뭐살때 아무거나 아무거나 이렇게 말하던 사람인데 나 이거 향 좋다 다쓰면 또 이거 사줘 라고 말하네요 . 예랑이 본식때까지 이걸로 꾸준히 케어 할거같아요!!!,/product/86923,0.005400849328460522
1744,2017.9.18,북꼬,f,18세 · 중성 ·,best,"※평가단 리뷰※   사용한 사람 40대 초반의 남자  피부특성 : 건성이며 피부가 푸석푸석하고 껍질같은 피부 ※ 끈적인 걸 싫어하고 귀찮은걸 싫어함 평소 잘 안바르는 성격의 소유자  구성품: 올인원 본품 , 올인원 미니사이즈  제형: 가벼운 로션같은 제형 , 빠르게 흡수됨  피부타입에 따른 만족도 ※ 건성 : 1번으로는 건조하다는 느낌을 받을수 있음. ※ 지성 :많이 바르면 쉽게 기름이 지고 끔적거림.  1. 냄새 누구나 싫어하지않는 냄새여서 좋은 마음으로 사용할수 있음 .  2. 사용감 사용자는 건성이여서 2번 정도 발라줘야 만족함 . 책상 위에 올려놓아도 사용할때는 쿨링감이 있음  3. 케이스 본품은 위쪽을 누르면 간편하게 나오는 케이스라서 시간이 없을때 사용하기 좋음 간편하게 사용할수있음 미니사이즈는 튜브형식이라서 리필로 사용하기 좋음 본품을 다 썻을때 미니사이즈를 본품케이스에 넣어주면 간편하게 사용할수있음  총평:누구나 사용하기 좋음 두드려주면 빠르게 흡수되어 간편함 사용자는 처음엔 피가 푸석푸석하고 점심이 되면 피부가 많이 뜨는 피부인데 올인원제품을 애용하시는 고객이 됨 말로는 안 좋다 하시면서 맨날 바르고 미니 제품도 챙겨다니심 ... 아무튼 남자분들은 꼭 한번씩 사용해보았으면 하는 제품 !",/product/86923,0.0051345727314746625
1745,2017.9.17,문스타즈,m,39세 · 복합성 ·,good,처음에 손바닥에 올렸을땐 여느 로션과 비슷한 느낌입니다. 그런데 바르는 순간 끈적임이나 남는 느낌없이 바로 흡수되는 점이 좋았습니다. 이 점이 이 제품에서 가장 맘에 드는 점입니다. 가벼운 느낌으로 발려서 좋았습니다. 향도 독하지 않고 무난하고 산뜻한 느낌입니다. 거기다 올인원 제품이다 보니 편하게 사용할 수 있어 좋습니다  하지만 단점도 올인원 제품이다 보니 뭔가 부족한 느낌이 들었습니다. 여름용으로는 좋지만 촉촉함은 덜해 겨울에는 이제품하나로 부족할 것 같습니다 수분 보습크림과 함께 쓰는 편이 좋을듯 합니다  그리고 제 기준으로 트러블이나 그런것없이 순한 느낌을 받았습니다.  요약 편리하게 여름에 쓰면 좋을만한 제품 겨울엔 +a 가 필요할 듯,/product/86923,0.008827713151559391
1746,2017.9.17,황제물개,f,19세 · 복합성 ·,good,평가단 리뷰입니다. 남성용이라서 아빠 드렸는데 아빠의 말에 의하면 끈적이지 않아서 좋다고 하네요. 아빠가 얼굴에 뭐 바르시는걸 싫어하는데 이거는 산뜻해서 좋다고 하네요. 향도 막 목욕탕에있는 남자 수킨냄새가 아니라서 더 좋은 듯 하네요,/product/86923,0.0032441917856667057
1747,2017.9.16,princessrusy,f,41세 · 건성 ·,good,향이 너무좋아요 확 남자남자향같지않은 은은한 기분좋은향~^^ 근데 생각보다 조금 무거운느낌.. 음.. 크림바르는 느낌 같은?.. 건조한 피부에 쓰기엔 좋을것같았어요 가벼운느낌 좋아하시는분한텐 발림성이 좀 부담될듯한..,/product/86923,0.009493490408604366
1748,2017.9.16,fnvl1479,f,25세 · 복합성 ·,good,"※평가단 리뷰※ 우선, 저는 이제품을 제가 손등에 테스트 한뒤 남자친구에게 1주일 정도 사용해보면서 장.단점에 대해 알려달라고 했어요!🙄  남자친구 피부 특성 : 여드름성 +지성 피부 +끈적거리는 제품 싫어함  구성품 : 올인원 미니, 올인원 본품  1. 냄새 처음 발랐을때 알코올 향이 엄청 강해서 로션의 고유향이 묻혔는데 알코올이 다 날아가고 난 뒤에 로션의 향은 남자 기초 제품치고는 너무 독한 향이 아니라 향수 뿌린듯한 은은한 향이 나서 좋아요 😶  2. 사용감 처음엔 묽은 제품인줄알았는데 생각보다 유분기가 있지만 심한건 아니라서 잘 바르더라구요😀😀 그리고 아침에 이거바르고 선크림 바르는데도 너무 무거운 느낌이 아니여서 좋았데요!  ☆총평☆ 여드름 피부임에도 트러블이나 이런건 전혀 안올라왔었구요 😶😶 여름에는 유분기 때문에 사용하기 싫어할수도있지만 향도 은은하고 약간의 유분기때문에 지금같은 환절기나 겨울 계절에 이거랑 크림이랑 해서 사용하면 좋은거같아요 ~~~🙄🙄",/product/86923,0.0036432940116970514
1749,2017.9.16,붕어싸맨코,f,28세 · 건성 ·,soso,바르자마자 빠르게 흡수되고 전혀끈적임이 없음 그래서 여름에 쓰기 좋고 지성분들에게 추천! 이건 얼굴에 스킨로션 챙겨바르는걸 매우 귀찮아 하시는 아빠님께 드렸는데 안끈적거리고 양조절이 쉽다고 좋아하심!! 다만 요즘같이 살짝 쌀쌀해진 날에는 이것만 바르기엔 좀 땡긴다고 하심 내가 써봤을때 좋았던 점은 향!! 뭔가 남자향수에서 나는 은은 시원한 향이 나서 넘나 좋음! 왠만하면 스킨로션 따로 바르는것이 좋을것같지만 귀차니즘 분들이나 끈적이는거 싫어하시는 분들에게 추천! 건조하신 분들은 여기에 크림을 한겹더 바르면 쉽게 스킨케어 하실 수 있을듯!!,/product/86923,0.007419425418008885
1750,2017.9.16,기몽히,m,30세 · 복합성 ·,best,평가단 입니다! 받자마자 바로 사용해봤는데 촉촉해서 너무 좋았어요~ 원래 사용하던 올인원에서 바로 이걸로 바꿔 사용중입니다! 보통 포맨 올인원은 산뜻하기만 한데 이 제품은 보습력이 느껴져서 좋았습니다^^,/product/86923,0.003290921995232843
1751,2017.9.13,케이케,m,26세 · 복합성 ·,good,평가단입니다! 23세 남성으로 그유명한 수부지(수분부족형지성) 입니다. 일단 써본결과 남성화장품인만큼 산뜻하게 마무리됩니다! 알코올이 들어가서 확날아가면서 산뜻해서 운동후에 아주 잘쓰고있습니다.  다만 건성이거나 한겨울에는 이제품 하나만으로는 좀 부족할것 같았습니다. 성분도 나쁘지 않습니다. 향료와 패녹시는 소량 쓰여야한다고 생각하는주의라.. 중간에 피이지가 조금 많이 들어갔습니다만 피부에 부담스럽지 않았습니다.  남성분들은 요제품 이 올인원이지만 겨울이 다가오는만큼 추가적으로 보습크림정도를 발라주는게 좋다고 보여집니다.  제형은 로션 제형이나 피부에 겉돌지 않고 쏙흡수됩니다. 아쉬운점은 알코올이 성분 상위에 있어서... 아마 건성분들은 건조하다고 느낄수 있다는점!!!  무난무난하게 운동후가볍게바르거나 아침에 바르기에는 나쁘지 않아 남자친구분께 선물하셔도 되는 아주 괜찮은 제품!!!,/product/86923,0.005959466901451882
1752,2017.9.13,박꽃,f,27세 · 중성 ·,soso,"평가단 리뷰입니다  올인원 제품이다 보니 엄청나게 큰 기대는 하지 않았어요. 역시나 남자분들 귀찮은거 싫어하는거 만큼 끈적임이 덜한 제품이구요, 건성한테는 조금 수분이 부족하다는 느낌을 받았어요.  일반 남성제품보다는 신경을 많이 쓴 티가 나네용 향도 덜 부담스럽고 제형도 적당해서 오빠가 잘 씁니다.",/product/86923,0.005681848209950768
1753,2017.9.13,희희락락,f,24세 · 민감성 ·,good,"저는 남자 스킨로션 올인원제품을 이번 글로우픽 평가단까지 총 두번을 경험해보게 됐는데 1.하나는 이니스프리 올인원제품 2.나머지 하나는 이 보타닉힐 보 올인원제품이네요ㅎㅎㅎ  우선 이 제품은 사용감이 이니스프리 제품에비해 좀 더 묽더라구요 이니스프리가 꾸덕꾸덕하게 촉촉한 에센스느낌이였다면 (무겁진 않았어요!) 이제품은 정말 아랫분이 남기신 리뷰처림 살짝 토너 로션의 합체판?으로 가볍게 촉촉한 느낌이였어요!  우선 향도 거부감도 안들고 시원하니 좋고, 촉촉하게 발린다는게 좋았습니당. 근데 올인원 제품은 남자들이 왠만하면 다 좋아하드라구요 이번껀 저희 오빠 줬는데 귀찮게 다 안발라도 된다고 편하다고 좋아했습니당",/product/86923,0.005488804023330185
