date,user_id,sex,age_skin_type,rate,content,product_url
28일 전,minseo6666,f,16세 · 복합성 ·,good,아빠 사드렸는데 저아해여,/product/7212
2개월 전,피부에관심있는남자,m,20세 · 복합성 ·,good,향이 좋아요 근데 좀 제 피부가 민감해서,/product/7212
3개월 전,타라타라,f,23세 · 복합성 ·,good,가격이 저렴하고 냄새가 안 쎄서 좋아요. 👍,/product/7212
4개월 전,흐시너,f,18세 · 복합성 ·,good,선물용으로 사서 선물했는데 나름 만족했는지 매일 바른다네요;,/product/7212
4개월 전,홍끼루,f,32세 · 복합성 ·,good,향이 청량해서 좋아요.,/product/7212
4개월 전,피부글로우글로우,m,24세 · 지성 ·,good,피부 지성이어서 최대한 안 끈적거리고 수분보충 할 수 있는 제품 찾으려고 하는 편인데 이거 써보니까 좋았어요. 피부 기름 클렌징폼으로 세안하고 이거 바르면 저는 괜찮더라고요.,/product/7212
5개월 전,Milji,f,24세 · 건성 ·,best,남치니 사줫는데,/product/7212
6개월 전,현디000,f,29세 · 복합성 ·,best,남자화장품 향을 중시하시는 아빠 선물로 드렸는데 만족해하셨네요!두통째 사드렸습니다,/product/7212
2019.3.19,nowould,f,18세 · 복합성 ·,good,지금 오빠가 쓰고 있는데,/product/7212
2019.2.11,화장하기귀찮다,f,23세 · 복합성 ·,soso,복합성 피부 입니다 생각보다 별로였습니다,/product/7212
2019.2.11,혀나32,f,33세 · 건성 ·,best,실랑이 복합성인데 이거쓰고 진짜 좋다고하네요 주변에서 다 얼굴색이 좋아졌다고해요 좋아요 굿이예요~,/product/7212
2019.2.7,방구방구똥방구,f,16세 · 민감성 ·,good,예민한 분듵은 트러블 날 수도 있을거 같아요!!,/product/7212
2019.2.6,pinkduk,f,17세 · 복합성 ·,good,아빠 생신 선물로 드렸었는데 향도 좋고 아빠가 완전 만족하시더라구요 트러블도 안났어요! 그냥 무난템 선물하기 좋은거 같아용,/product/7212
2019.2.4,닉넴은지,f,21세 · 복합성 ·,good,가볍게 바르기 좋은것같아요 향도 강하지도 않고 아빠가 쓰시는데 2통 정도 쓰셨어요!!무난하게 쓰기 좋은것같네용,/product/7212
2019.2.3,precy,f,21세 · 복합성 ·,soso,제가 테스터 써봤을때는 트러블 안나고 향도 괜찮았는데 남자친구가 이거쓰면 트러블 난데요ㅠㅠ,/product/7212
2019.2.2,김아미아미,f,15세 · 건성 ·,good,아빠가 한 번 사시고는 또 사셧어요,/product/7212
2019.2.2,유씨아빠,m,61세 · 민감성 ·,good,저렴하고 제품력이 강하기까지 하니 두말할 따위없이 좋으네요. 가성비가 좋은것같네요. 촉촉하고 향좋고 대만족!,/product/7212
2019.2.2,victoria,f,20세 · 복합성 ·,good,선물로 드렸는데 원래 피부가 민감하셔서 선물 드릴때 고민많았는데 이걸 쓰시고 나셔서 피부가 가볍고좋으시다고 하네요,/product/7212
2019.2.2,sswu16,f,23세 · 복합성 ·,good,편하긴하지만 향이 세고 성분도 순한지는 잘 모르겠아요ㅠㅠ,/product/7212
2019.2.2,별소녀,f,26세 · 지성 ·,good,아버지 사용하시는 제품인데 겨울에 스킨과 로션만 발라도 충분하다고 좋아하십니다 원래 제가 준 화장품 주로 사용하시는 편인데 이것도 좋다고 나중에 세일하면 또 사달라고 하시네요 향은 아빠들 화장품 향...이고 트러블도 없고 가격도 세일하면 싸게 구입할 수도 있어서 잘 쓰시는 제품입니다😁😁😁,/product/7212
2019.2.2,ㅔㅣㅕ,f,18세 · 지성 ·,good,#사요 아버지가 사용하고 계시는데 좋아하시는거같아옹!! 아버지 피부가 옛날엔 완전 지성이셨는데 피부 관련된 화장품 바꾸시고 나서부터 피부가 더 좋아지신 것 같아 딸로서는 기분이 좋네요 ㅎㅎ,/product/7212
2019.2.1,밝은빛누리예,f,19세 · 복합성 ·,good,오빠 선물로 사줬는데 진한 남자 스킨 로션 향이 아닌 은은한 향이었어요,/product/7212
2019.2.1,에고썬,f,35세 · 건성 ·,good,#사요 이번 설에 아빠 설선물로 드렸어요,/product/7212
2019.1.31,하구름씨,f,19세 · 복합성 ·,good,"엥 이거 아빠가 쓰시던거,,,! 여기서 보니 반갑네용 뭐 워낙에 화장품 사주는거 가리지않고 잘 사용하시는 분이라 무난하게 다 사용하기 괜찮은 것 같아요 아마 제 기억엔 매장 직원분께 추천받아서 샀거든요 ! 이게 젤 무난하게 잘 맞으니까 추천해주신 것 같고 아빠두 잘 사용하고 계셔요 히히 피부타입 가리지않고 두루두루 사용하기 좋은 남성용 스킨인 것 같습니당!!",/product/7212
2019.1.31,tjgml930,f,25세 · 복합성 ·,soso,오빠 선물로 해줬는데 민감한편이여도 이제품은 다행히 피부가 올라오거나 그러지 않더라고요 무난무난하게 쓸만합니다,/product/7212
2019.1.31,지금여신강림중,f,15세 · 복합성 ·,best,아빠한테 선물로 사드렸는데 아빠 피부가 거칠했던게 촉촉해지더라고요 가격도 싸고진짜 좋아요,/product/7212
2019.1.23,코덕공듀,f,20세 · 복합성 ·,best,아빠 선물러 사드렸는데 정말 괜찮타고 했던제퓸입니다,/product/7212
2019.1.22,팡파라팡창,f,26세 · 복합성 ·,best,남자친구꺼로 비오템도 사보고 여러가지 사봤는데 이게 제일 순하고 좋다고 하더라구요! 냄새도 좋구요! 여러가지 사보다가 다시 돌아오게 됩니당,/product/7212
2019.1.17,dbwjd3994,f,24세 · 건성 ·,best,저희 아부지는 올인원 이런거 별로 안좋아하셔서 이거 로션이랑 세트로 사드렸더니 많이 좋아라 하시네요!!!!,/product/7212
2018.12.3,리뷰꾼,m,28세 · 복합성 ·,best,포레스트... 제가 우연찮게 이니스프리 들려 파란케이스 보고 뭔가 깔끔해서 사서 써봤는데 정말 괜찮은거같아요 제가 피부에 열이 많은편이었는데,/product/7212
2018.9.29,HI_SangJun,m,26세 · 민감성 ·,bad,이 제품뿐만 아니라 이니스프리 특유의 감귤향이 나하고 맞지 않는듯. 이니스프리에서 감귤향이 나는 제품을 쓰고 나면 피부가 뒤집어지는 경험을 함.,/product/7212
2018.9.5,영ㅇㅇ이,f,27세 · 건성 ·,good,건조한 남친 피부에 딱 좋아요 이번겨울에 또 사줄거에야,/product/7212
2018.9.2,wogml91,m,29세 · 민감성 ·,good,저도 제품쓰면서 피부가 많이 좋아졌어요 ^^,/product/7212
2018.7.14,혜쩌이,f,28세 · 지성 ·,good,아빠 사드렸는데 잘 쓰고 계세요,/product/7212
2018.6.29,JeanJin,m,27세 · 복합성 ·,soso,"급하게 스킨케어 제품 사라고 하면 살만한 이니스프리 포맨 라인. 여러 기능성, 피부 타입별로 출시되어있긴 하지만 전체적으로 크게 다른점은 못느끼겠고 그냥 순하고 무난하다. 피부에 큰 자극없고 큰 효과도 없다. 급하면 사고 아니면 말 정도.",/product/7212
2018.6.7,김민홍,m,19세 · 복합성 ·,good,순하고 가볍게 바르기에 좋아요!! 아빠랑 같이 사용하고있어요~,/product/7212
2018.3.15,밍진,f,33세 · 복합성 ·,soso,남편은 피부가 좀 예민한편인데 이거 쓰고 따갑다고 했어요,/product/7212
2018.2.7,지나가던상봉남자,m,29세 · 지성 ·,soso,무난합니다. 보이는 것처럼 파란색이 시원한 느낌을 줍니다,/product/7212
2017.12.25,미뇽우뇽,f,26세 · 지성 ·,soso,군대 간 제 동생한테 사줫엇는데 좋아하네요 근데 트러블 개선 기능같은건 없는거 같네용 ㅜ ㅜ,/product/7212
2017.12.15,Avalee,f,30세 · 민감성 ·,good,겨울에 코주변 입주변 볼따구 다 터가지고 벌겋게 다니는 남동생이 너무 안쓰러워서 사줬는데 좋아요 건성 남성분들에게 좋을것 같습니다 얼굴에 뾰루지 하나 있던데 그거 들어간거 보니 순한것 같아요! 향 깔끔!,/product/7212
2017.11.9,포로링쥬,f,22세 · 복합성 ·,good,아버지가 꾸준하게 쓰시고 있는 제품~! 향이 남성들에게 잘 어울리는 향이고 이 라인의 올인원 제품도 있어서 그거 하나 사드리면 바르시는 거 귀찮은 분들도 간편하게 스킨 케어 하실 수 있어요,/product/7212
2017.10.26,피부실화냐,m,23세 · 지성 ·,good,피톤치드 향이나면서 적당히 촉촉해서 좋았어요 바르고 나면 은은하게 향도 남아서 남자들이 쓰기 좋음,/product/7212
2017.10.7,명량한돼지,f,18세 · 복합성 ·,good,아부지 생신이라서 세트로 사드렸어요,/product/7212
2017.8.14,삥꾸뽕,f,25세 · 복합성 ·,best,톡 쏘지 않고 은은한 향이 순한 느낌을 줘서 아주 좋더라구요. 알코올 에탄올 성분도 없어서 민감성 피부에 강추하고 다닙니다ㅠㅠ 이거 패키지도 세련되서 선물용으로도 아주 좋아요!!!,/product/7212
2017.6.10,애플바잉,m,31세 · 복합성 ·,good,이거 조음 직접 써본결과 매우만족ㅋㅋ,/product/7212
2017.6.7,강냉별,m,26세 · 건성 ·,soso,📌 성분도 남자꺼 치고 순한 편에 발림성 또한 우수한 편 전체적으로 모든피부에 무난하게 사용할 수 있음. 똑같은 라인에 초록버전보다 파란 버전(모이스처) 더 유분감도 덜하고 촉촉하니 좋았음,/product/7212
2017.6.3,유재슥,m,28세 · 민감성 ·,good,이제품은 로션이건 스킨이건 둘다 짱입니당 ㅎㅎㅎ 남성의향이아닌 향기라고 해야하나 암튼 좋아용,/product/7212
2017.5.30,Tempest,m,28세 · 복합성 ·,soso,스킨 알콜향은 없어서 좋지만 그린티랑 차이가 ...,/product/7212
2017.5.12,라임7979,m,41세 · 지성 ·,soso,발랐을때 상쾌하고 향도 좋네요 추천합니다,/product/7212
2017.4.3,도리쓰쓰,m,26세 · 지성 ·,good,리뷰에 많이 보인다.,/product/7212
2017.3.29,대영미남,m,24세 · 지성 ·,good,남자들의 공용 스킨이죠? ㅋㅋㅋ,/product/7212
2017.2.23,셉킴,m,30세 · 지성 ·,soso,오 근데 조아요,/product/7212
2017.1.31,맛수,f,23세 · 민감성 ·,soso,기름진 물,/product/7212
2017.1.28,꿀피부돌리도,m,27세 · 복합성 ·,good,수분이 부족한 남자분들껜 가성비로 치자면 이게 갑이죠:),/product/7212
2017.1.6,jh1015,f,38세 · 복합성 ·,best,남편이 애용하는 제품입니다.,/product/7212
2017.1.5,현돼징,f,21세 · 복합성 ·,good,남자친구 피부많이 좋아졌습니다 ~~~ 좋아요,/product/7212
2016.12.10,유yu진jin,f,21세 · 복합성 ·,best,남자친구선물해줫는데 매우잘쓴다 그래서만족중,/product/7212
2016.11.23,타디스블루,m,31세 · 복합성 ·,good,이번에 포레스트 포맨으로 갈아탔는데 지금까진 나쁘지않네요,/product/7212
2016.10.24,워너비꿀광,m,26세 · 지성 ·,good,효과도 어느정도잇는거같고 괜춘한제품,/product/7212
2016.9.27,MAJ0319,f,24세 · 복합성 ·,good,남친선물!!!최애,/product/7212
2016.5.13,아민,f,27세 · 건성 ·,best,군대간 남친 휴가나오더니 알아서 이거 사서 들어감 ㅋㅋㅋㅋ 남자들끼리 모여도 이게 좋다 이건별로다 이야기 하나봐요 ㅋㅋㅋ결국 남자 군인사이에선 1등인듯 ㅋㅋㅋㅋㅋ,/product/7212
2016.5.6,zzoni,f,46세 · 건성 ·,good,남성 화장품 가끔 향이 너무 강해 불호일때가 있는데 이거 쓴 남편에게서 그런 느낌은 못받았어요. 만족하며 쓰고 있어요.,/product/7212
2016.4.26,우어어어엉,f,30세 · 건성 ·,best,향은 대체로 남자향인데 촉촉하고 발랏을때 흡수도 잘되서 좋아요!,/product/7212
2016.3.21,브링,f,38세 · 복합성 ·,good,건성인 옆지기가 쓰기에 촉촉하고 무난하게 쓰기좋음.,/product/7212
2016.3.7,둠칫칫둠둠칫,f,24세 · 건성 ·,good,남자스킨은 거의 대부분의 제품들이 향이 참 독한데 이건 그렇지않아요 무난무난하게 사용가능함,/product/7212
2016.2.17,유지89,f,31세 · 지성 ·,best,남자친구가 너무 조아해요,/product/7212
2016.2.12,쏭민잉,f,25세 · 복합성 ·,good,스킨로션전혀안바르시는아빠한테피부관리안하면더나이들어서주름자글자글해진다고지금부터라도기초를발라야한다면서이거랑로션사드렸는데지금거의다써간다 색깔은우유같은데ㅋㅋㅋㅋ별트러블없이무난하게쓰시는거같다,/product/7212
2016.2.1,김꽁치님,f,32세 · 복합성 ·,good,남친에게 포레스트 맨 스킨케어 세트로 선물줬어요. 만족하고 잘 쓰고있습니다~,/product/7212
2016.1.29,yellowfries,f,35세 · 건성 ·,good,남편이 쭉 쓰는 스킨~ 상쾌해서 좋다고함~,/product/7212
2016.1.24,찡쓰,f,31세 · 복합성 ·,good,남자친구선물해줬는데 좋아해요,/product/7212
2016.1.21,byeoli,f,28세 · 복합성 ·,best,오빠가 화장품 뭐가 좋냐고 물어보길래 인터넷에서 순위보고 세트로 사다줬는데 냄새도 독하지 않고 트러블 약간 있는 피부인데 많이 안난다고 무난하다고 지금 세트로 네번째 구매하고 있네요~ 질리지 않냐고 다른거 사보라고 해도 이게 좋다고 안바꾸거라고요~,/product/7212
2016.1.21,날애si,f,25세 · 복합성 ·,best,구닌남친이쓰는스킨&로션!!,/product/7212
2016.1.12,슈크루바,f,23세 · 건성 ·,good,아빠께 사다드렸는데 잘 쓰시고 계시네요~ 향도괜찮구가격대비도 괜찮은거같아요!!,/product/7212
2015.11.9,임새댁,f,29세 · 복합성 ·,good,남친이거쓴다,/product/7212
2015.11.7,잘살고있다,f,25세 · 건성 ·,good,친구가 촉촉하고 산뜻하다고 매번 자기 남친 사주는 제품,/product/7212
2015.10.4,꿈꾸는꼬부기,f,26세 · 건성 ·,good,남친이 만족하면서 써요!,/product/7212
2015.8.17,은뚱,f,27세 · 복합성 ·,best,남자친구 선물해줬는데 잘쓴당. 그때 사면서 화장솜 샘플로 받았는데 남자친구가 써보고 좋아서 나도 잘 안쓰는 화장솜을 사서쓴다..굿!,/product/7212
2015.8.7,핫칠리쏘스,f,26세 · 복합성 ·,good,어버이날에 아빠 생신선물로 이거 세트 사다 드렸었는데,/product/7212
2015.7.27,최사장,m,30세 · 건성 ·,best,어느 피부에도 다 사용이가능한 스킨인것같아요 피부가 예민한 저로선 정말 좋게 사용하고잇어요,/product/7212
2015.5.16,으네으넹,f,26세 · 건성 ·,best,남자친구 선물로 줬는데,/product/7212
2015.5.10,078,m,32세 · 복합성 ·,best,솜과 함께 사용하는데 정말 만족하고 있습니다,/product/7212
2개월 전,쌤림,m,36세 · 복합성 ·,good,"지성 피부가 바르기에 좋은거 같고, 건성 피부엔 좀 약할듯 합니다. 바른 순간에는 알콜향이 나는 편이라 사람마다 호불호가 갈릴듯합니다. 그래도 알콜향은 금방 날아가고 남은 잔향은 좋은 편입니다.",/product/4108
2개월 전,졔사생,f,19세 · 민감성 ·,best,내가 써본 토너 중에 최고❤️❤️❤️,/product/4108
3개월 전,lyew3932,m,30세 · 건성 ·,good,이거 쓴지 이년되어가는데 넘 좋아요 촉촉하고 바르고난 뒤에 항이 정말좋어요!!,/product/4108
5개월 전,mamako,f,30세 · 복합성 ·,good,선물로 참 좋아함. 일단 향이 시원하고 가볍다. 마치 정말 가벼운 코롱같은? 향은 금방날아간다. 나오는 제형을 봤을때 에센스인줄알았는데 토너였다. 점도가 있는편이다. 수분감이 많고 제일좋은것은 바르고 끈적이지않는다. 가격이 조금 비싸 별하나 뺌.,/product/4108
6개월 전,gojjkim,m,28세 · 건성 ·,best,아주 좋아요 촉촉해서 좋습니다. 만족 짱짱입니단,/product/4108
2019.3.24,서준하트민,f,21세 · 복합성 ·,best,우리아빠는 향이 진한걸 싫어해서 엄마가 남자용 스킨사주면 그거 안쓰고 엄마꺼 몰래몰래 사용했는뎈ㅋㅋㅋㅋ,/product/4108
2019.2.4,꿀바나나,f,22세 · 복합성 ·,good,#아빠템 #사요 #남성화장품,/product/4108
2019.2.2,욤뇸뇨,f,31세 · 건성 ·,good,남편이 연애시절 부터 재겨두고 늘 쓰는 제품이에요.,/product/4108
2019.2.1,Crysral,f,16세 · 지성 ·,best,아빠 생신 선물로 보습을 위해 사드렸는데 정말 좋아하셨어요!,/product/4108
2019.2.1,또치또치84,f,36세 · 복합성 ·,good,남편이 무난하게 잘 맞는다고해서 꾸준히 사는 제품이예요 대신 가격때문에 면세점에서만 구입하는편이예요,/product/4108
2019.1.31,서윤서윤dddd,f,24세 · 복합성 ·,soso,제품은 무난한데 향이세고 가격이너무쎄여ㅠ,/product/4108
2019.1.25,flalain,m,20세 · 민감성 ·,bad,이거 바르고 피부 뒤집어져서 고생함..... 유명한데 저랑은 안맞는듯,/product/4108
2019.1.25,제이안,m,28세 · 중성 ·,best,"항상 헬스하고 나서 가볍게 바르는 제품입니다. 제가 지성이다 보니 특히 여름에 답답한 것을 견디지 못하는데, 여름에는 이거 하나만 발라도 촉촉하고 향기도 좋아서 여자친구도 좋아합니다 ^^",/product/4108
2019.1.17,공부맨,m,22세 · 복합성 ·,soso,이거 파란색도 잇음. 이름은 아쿠아파워 똑같은데 통이 파란색임. 근데 말야 이거 여름에 냉장고에 넣어두고 쓰면 스킨브레이서 만큼 얼굴 소독되고 시원한데 너무 얼굴에서 금방 마르니까 양을 듬뿍 써야함. 생각해보면 200ml고 성분이 젤이라서 물타입 액체보다 많은 양이 필요한데 엄청 비쌈. 54000원은 아니고 더 싸게는 살수 있지만 무슨 부자집 도련님 스킨 같음. 너무 비쌈. 이거 좋긴한데 월급이 300만원 이하이면 안쓰는게 나음. 가격 성분이나 원가에 비해 너무 비쌈. 취향을 존중하므로 월급이 적더라도 사용하실 분은 사용해도 됨. ㅈㄴ비싸서 탈락~ 그리고 성분을 보면 가격에 비해 좋은 성분이 아니라 알러지 유발 성분 등 안좋은게 있어서 가격대비 완전 탈락~ 이니스프리가 요즘 유해성분이 거의 아주 없는것들 만드는데 다른 화장품에 비해 가격대비 제일 좋음. 이니스프리 광고하는 사람 아님 진실을 말하는 자임~~,/product/4108
2019.1.5,캐복치,m,28세 · 복합성 ·,soso,쿨링감이나 보습감은 괜찮은데 너무 비싸요..,/product/4108
2018.12.19,cnl123,f,26세 · 건성 ·,soso,아빠께 사드렸는데 크게 좋은걸 못느끼셨데요..,/product/4108
2018.12.8,뷰나기엘,m,40세 · 지성 ·,best,이제품은 진짜 오래쓰던제품인데 가격이 좀 있지만 그래도 제품력만큼은 인정 하는 제품입니다. 최고!! ㅎ 지금 다른걸 사용하고 있는데 기회가 되면 다시 꼭 써보고 싶은 제품이예요 ^^,/product/4108
2018.11.9,힝구님,m,29세 · 중성 ·,best,누나가 사줘서 써봤는데 전 비오템 화장품 향기가 좋더라구요.. ㅋㅋㅋ,/product/4108
2018.10.18,juunk,m,32세 · 민감성 ·,good,토너향이 너무 좋음 헬스하고 나서!!보습력도 괜춘!,/product/4108
2018.8.23,dajj610,f,25세 · 복합성 ·,good,남친 선물로 샀는데 엄청 좋아해요~,/product/4108
2018.7.22,화장품찾으러왔다,m,26세 · 복합성 ·,good,여름에 이거 하나만 발라도 보습이 충분해지는 느낌,/product/4108
2018.2.16,덕배몬,m,27세 · 복합성 ·,good,수분감이 부족햇던 때에 썻었습니다,/product/4108
2018.2.12,유니~,f,45세 · 건성 ·,best,신랑이 끈적이는걸 싫어해서 요것만 써요,/product/4108
2018.2.8,새우청년,m,37세 · 건성 ·,good,전 좀 끈적였는데 자극은 덜 하긴 했어요,/product/4108
2018.1.13,junghmelly,m,18세 · 민감성 ·,soso,정석 남자스킨냄새 건성은 사용 어려울듯... 머 비오템 전부 다 그렇지만요 저자극이긴 해여,/product/4108
2017.12.22,윈터러,m,27세 · 건성 ·,good,시원하고 순하고 자극없어서 아주 잘 씁니다 ^^,/product/4108
2017.11.26,남자임,m,33세 · 민감성 ·,good,인천공항에서 토너 로션 아이크림 세트로 구매하였고 운동후에 사용중입니다. 자극도 덜한 편이고 수분감을 채워줍니다 향도 마음에 들고요 운동이나 야외활동 하고 샤워후에 사용하니 너무 좋습니다 ㅎㅎ,/product/4108
2017.10.26,피곤한피카츄,f,25세 · 건성 ·,best,"남친한테 선물해줬는데 유분기는 많으면서 엄청 건성이라 지멋대로였음 ㅋㅋ 피부가 좀 안좋은 편이였는데 이거 쓰고 회복중, 귀차니즘이시라 내가 맨날 바르는걸 꾸준히 관리함 ㅋㅋㅋ 진짜 남성 스킨 인생템이다! 거기다 내가 선물해줬지만 향도 너무 좋고 바르고 나면 맨날 코박고 안고있음. 너무 매력적이다 피부에도 도움 많이 돼고, 트러블도 많은데 유분기 심하지 않아서 역효과도 없고 너무 좋음. 가벼워서 발림성도 좋다. 하지만 겨울은 좀 많이 건조해지는 계절이라 수분크림을 같이 쓰거나 다른 토너 써야할거 같긴함! 그래서 내 수분크림을 건내주었지 ㅋㅋㅋ 😎",/product/4108
2017.10.16,아플땐홈키파,m,27세 · 지성 ·,good,비싼 가격 만큼 아주 훌~륭한 제품!! 향도 좋고 끈적임도 덜해서 만족스럽다,/product/4108
2017.7.2,쓰댕이,m,34세 · 복합성 ·,best,여친이 사줘서 쓰는중인데 3년째 아이오템것만 쓰다가 이걸로 갈아탐ㅋㄱ,/product/4108
2017.6.19,해피마루,m,36세 · 복합성 ·,best,짱. 완전 좋음. 비싼것이 흠,/product/4108
2017.6.5,fbdnldus,f,30세 · 복합성 ·,soso,남친이 뾰루지올라와서 면세찬스로 티쀼르 세트사줌,/product/4108
2017.6.2,강이파파,m,40세 · 중성 ·,good,여름철엔 괜츈하네요^^,/product/4108
2017.5.29,럽썸101,f,32세 · 민감성 ·,good,와타시노 남친 30대 후반.,/product/4108
2017.5.14,라임7979,m,41세 · 지성 ·,good,가격대는 있지만 향도 좋고 흡수가 잘됩니다 좋네요^^,/product/4108
2017.5.14,봄호곰,m,34세 · 복합성 ·,good,남편 주려고 샀는데요. 남편도 좋아하고 꾸준히 사용하는 토너에요! 비오템이 남자든 여자든 가볍게 바르기 좋은거 같아요!,/product/4108
2017.5.8,랄라사자,f,38세 · 복합성 ·,best,남자 화장품 특유의 강한 알콜향이 아닌 상쾌한 향이 좋아서 자주 사용한다고 함,/product/4108
2017.4.25,족팡야,m,27세 · 지성 ·,best,향이 너무 좋아요 최고입니다!,/product/4108
2017.4.18,ynjjinnng,f,28세 · 건성 ·,soso,남자친구 선물했는데 약간 생긴게 순하게생기고ㅋㅋㅋㅋ향도 무난할거라고 생각했는데 생각보다 남자스킨 냄새나는 스킨이었고 남친이 여성화장품 또는 자극없는 순한제품을 선호하는편이어서 그런지 별로 좋아하는거 같지 않았어요 생각보다 화한느낌(?)이라고 했고 저자극은 아닌듯ㅋㅋㅋ,/product/4108
2017.4.1,신혜성인형,m,28세 · 복합성 ·,bad,냄새 맡는순간 알콜냄새 확..,/product/4108
2017.2.13,정우맘,f,27세 · 복합성 ·,best,신랑한테 세트 사줬더니 너무 좋아함. 하지만 비싸서 기념일 선물로만 사줄예정.,/product/4108
2016.11.26,박명수,f,28세 · 복합성 ·,good,바르면 촉촉하니 좋음,/product/4108
2016.11.23,하브드,f,22세 · 민감성 ·,good,초아초아초아요♡ 자극 없어요. 머가 마니 나긴 하지만요...,/product/4108
2016.9.27,MAJ0319,f,24세 · 복합성 ·,good,남친피부관리최애탬,/product/4108
2016.8.4,닉넴은뭘로해,f,30세 · 민감성 ·,best,남친사줌,/product/4108
2016.6.9,미설,f,29세 · 건성 ·,best,우리 신랑 극지성인데 이니스프리 쓰다가 이라인으로 갈아탐!!!! 적당히 유수분 잘 잡아주고 얼굴 열감이 안느껴지는 제품. 진짜 진짜 좋음.,/product/4108
2016.3.22,kioo1300,m,29세 · 건성 ·,best,비싸지만 않으면 !!,/product/4108
2016.2.14,seonR,m,31세 · 건성 ·,good,남친이 스킨로션 안바르는 사람이라 나이도들고 건조해지는것같아서 스킨로션세트로 사줌 ㅋㅋ남친말로는 신기하게 이거 바르고 회사사람들이 피부 좋아졌다는소릴 5명에 2명꼴로 했다고함. 요즘 신이나셔서 크림에도 관심 갖고있음 ㅋㅋㅋㅋㅋ,/product/4108
2016.2.11,superlady,f,35세 · 복합성 ·,best,남편은 이게가장좋대요,/product/4108
2016.1.25,별소녀,f,26세 · 지성 ·,good,아빠가 쓰시는데 걍 무난해요,/product/4108
2016.1.15,세류.,m,33세 · 건성 ·,good,역시 비오템...,/product/4108
2015.12.27,퉁이퉁이,m,34세 · 복합성 ·,worst,비오템 입문하자마자 떠나게 한 제품ㅋㅋ 피부에 신경안쓰던적에 올인원 제품 하나만 겨울에 바를만큼 무신경했는데 요 라인은 참을수 없이 건조했다..,/product/4108
2015.12.14,chany57,m,29세 · 중성 ·,soso,"촉촉함, 세수하고 바로 발라주기 좋음",/product/4108
2015.11.9,vic3,m,33세 · 복합성 ·,best,개굿.,/product/4108
2015.10.18,미뇽3479,m,33세 · 중성 ·,good,흡수빠르고 향도 무난,/product/4108
2015.9.14,브로스현,m,36세 · 복합성 ·,good,흡수 빠르고 향 좋고 좋음. 하지만 아쿠아라고 하기엔 지속력이 떨어짐.,/product/4108
2015.9.5,비누맛,f,27세 · 건성 ·,best,남자친구를 직접 데리고 백화점을 둘러다니면서 여기저기 화장품을 써보게 했는데 이게 가장 마음에 든다고 하더라구요ㅎㅎ 산뜻하니 흡수도 빠르고 향도 은은해 부담없이 아침에 세수하고도 쓰더라구요ㅎ 참고로 남자친구는 티존 지성 나머지얼굴부분은 건성인 복합성입니당>_<,/product/4108
2015.9.1,세아이맘83,f,37세 · 건성 ·,good,남편이 지금쓰는 보닌 쓰기전에 신혼때부터 썼던제품이에요 과한 스킨향은 싫은데 비오템은 향도순하고 느낌도 좋다고했던거같아요. 가격이 좀 한다는게 단점?,/product/4108
2015.8.5,kyczon,m,38세 · 복합성 ·,soso,특유의 비오템 향이나서 좋음,/product/4108
2015.4.13,즐겨보쟈,m,34세 · 지성 ·,good,여름철 지친피부에 너무좋아요~~!!^^,/product/4108
2015.3.25,봄봄♥,f,29세 · 지성 ·,good,남친 선물해줬는데 오빠가 향이 좀 쏘는? 그런 향이라고 하는데 시원하다고 하네요,/product/4108
2015.1.1,동우오빠,m,32세 · 복합성 ·,good,향좋고 빠르게흡수되요!,/product/4108
2014.12.19,난고영욱,m,29세 · 지성 ·,best,좋아요 얼굴이 환해지는 느낌받음,/product/4108
2014.9.15,tvirus,m,40세 · 복합성 ·,best,비오템 시원하고 좋습니다^^ 끈적거림도 없고 보습력도 좋은듯~ 향도 깔끔하네요,/product/4108
2014.7.5,멋남,m,41세 · 복합성 ·,good,향도 좋고 끈적거리지 않아 자주 애용하는제품입니다. 보습효과가 좋아 로션대용으로도 사용하고 있습니다. 뚜껑이랑 통이 아다리가 안맞아 줄줄 새는점 말곤 다 좋네요.,/product/4108
2일 전,나방구구,f,33세 · 복합성 ·,bad,솔직히 쓸게요... 수부지 피부입니다 백원도 할인 안받고 정가 주고 사서 썼는데요 뭐가 좋다는건지,/product/11071
3일 전,소복치,f,24세 · 복합성 ·,soso,원래 sk2를 사용하다가 갈아탔는데 순한거같기는 하나 그렇게 피부가 좋아지는데 도움을 주는거는 크게 못느꼈어요 ㅠㅠ무난한 사용감이긴해요,/product/11071
3일 전,바기렁이,f,19세 · 건성 ·,good,가격이 좀 쎄긴 하지만 가격값 하는 것 같아요. 2년전에 얼굴에 뭐가 많이 나서 좋은거 없나 찾아보다가 이거 쓰기 시작했는데 정착하고 있어요. 트러블도 확실히 줄었고요😀,/product/11071
6일 전,jennyangel,f,32세 · 복합성 ·,good,면세로 항상 대용량으로 구입하는 제품,/product/11071
8일 전,망상이,f,38세 · 복합성 ·,best,면세찬스로만 구입해야하는..근데 너무 좋은 ㅋㅋ얼굴에 열내려주거나 자극받았을때 스킨팩해주면 진짜 좋아요,/product/11071
