date,user_id,sex,age_skin_type,rate,content,product_url
2017.9.1,지코사랑해,f,17세 · 지성 ·,good,오빠 선물로 사줬는데 되게 잘써요 (지성피부 20대초반),/product/7198
2017.8.31,궁중악사,m,41세 · 지성 ·,good,귀찮아서 쓰기 시작한 올인원제품중 첫번째 써번 제품임,/product/7198
2017.6.30,도롱홍,f,27세 · 지성 ·,best,남친이 진심 화장품관심1도없고 관리도전혀안하는 남자인데,/product/7198
2017.4.12,kho,f,26세 · 복합성 ·,soso,향에 민감하신 아빠 선물로 드렸는데 퇴짜맞지않은 제품.,/product/7198
2017.4.2,쥬니크,f,31세 · 건성 ·,good,여름엔 남동생과 아빠가 이것만 쓰심.,/product/7198
2017.2.20,ROCKER17,m,26세 · 민감성 ·,good,군대에 있을 때 막 이거저거 바르기 그래서,/product/7198
2017.1.28,모모리타,f,22세 · 중성 ·,bad,남친한테 이거 스킨 사줬을 때 피부 많이 좋아졌길래 에센스도 사줬었는데 에센스는 화하다고 함,/product/7198
2016.10.25,ROXY34,f,27세 · 복합성 ·,soso,남동생한테 사줘서 동생이 3개 정도 연달아 사용했는데,/product/7198
2016.8.24,mary87,f,33세 · 복합성 ·,good,가격이 비싼게 흠이지만 향도 순한편이고 남자친구도 퍼펙트보다는 이게더 촉촉하다고 하는거보니 확실히 그건지성용인느낌이고 이건 중건성분들이 쓰면좋을것같아요 올인원이라 귀찬아하지도 않고 얼굴도 뽀샹뽀샹해진게 좋네요^^,/product/7198
2016.4.30,고과자,f,29세 · 민감성 ·,best,제가 쓴 건 아니고 제 남동생이 사용했습니다.,/product/7198
2016.3.31,lokia,m,29세 · 지성 ·,good,이거 아침에 귀챦아하는 남자들에게 강추합니다 근데 좀비싸서 굿 드려요,/product/7198
2016.2.29,오리얀,f,25세 · 중성 ·,best,피부지성인 울오빠가 쓰는 애정템!! 군대 갈때부터 선물해줘서 쓰고있는데 피부에 잘맞고 촉촉해 하다고 한당ㅎㅎ 항상 재구매한다!!!,/product/7198
2016.2.29,sirvetse345,f,25세 · 복합성 ·,good,남자친구가 이것저것 바르기 귀찮아해서 군대갈때 하나 사다줬네요 준거 다 쓰고도 똑같은거 사서 바르는거 보니까 괜찮았나봐요 아 참고로 남자친군 약간 지성입니다,/product/7198
2015.12.14,chany57,m,29세 · 중성 ·,bad,올인원 에센스라 적혀있는데 보습력 너무 부족함.. 이거 바르고 수분크림 바르고... 해야됨 ㅠㅜ 돈아까움,/product/7198
2015.7.16,기역시옷,f,25세 · 복합성 ·,bad,저희 오빠 멋모르고 이니스프리가 초록초록 예뻐보여서 들어가서 건조하고 기름많으니 추천해달라해서 그냥 사들고 왔는데...ㄷㄷ 언제 갔는지 이니스프리거 이것저것 사들고 왔던데 이 호갱님 건조한 오빠 피부 하나도 커버 못해줌 추천좀 잘 해주지... 오빠 피부가 메말랐어!!!!,/product/7198
2015.5.19,쏙쏙먕,f,33세 · 건성 ·,best,남편이 트러블성 복합지성피부라서 이번에 바꿔줬는데 세이어스 토너로 피부닦아주고 이 올인원 에센스를 발라줬더니 기름기도많이 잡아주고 늘하나씩나던 왕뾰루지가 아직 하나도 안났어요~ 입가는 터서 하얬는데 그것도없어졌구요! 강추에요,/product/7198
2015.5.12,까칠한직녀,f,37세 · 중성 ·,good,"다들당긴다그러는데지성철철인사람한테는괜찮은듯!냄세상큼하고,신랑은군소리없이잘쓰고있어요~",/product/7198
2015.4.28,못난선지니,m,28세 · 복합성 ·,bad,이거바르면 꼭 수분크림도 발라줘야됨,/product/7198
2015.4.22,주넌,m,28세 · 지성 ·,bad,바른 듯 안 바른 듯,/product/7198
2015.4.15,gosumi,f,28세 · 지성 ·,soso,동생 그린티 라인 사주다가,/product/7198
2015.3.18,유싱이,m,32세 · 중성 ·,bad,ㅋㅋㅋㅋㅋㅋㅋ 이거웃음만나옴... 아니무슨 그래도 에센슨데 전혀 보습능력이없음 ㅋㅋㅋㅋㅋㅋㅋ 씻고나와서 세번짜서 바르고 이분있다가 두번더짜서바르는데도 ㅋㅋㅋㅋㅋㅋㅋ 건조함.....ㅠㅠㅠㅠㅠㅠㅠ,/product/7198
5개월 전,찌야1004,f,36세 · 지성 ·,good,순해서 신랑 구입해줬어요,/product/33632
2019.2.6,깡충,f,15세 · 지성 ·,good,어쩌다 보니까 바를 게 없어서 발랐는데 생각보다 괜찮았어요 나중에 사서 아빠나 친구한테 선물 해볼 예정입니다!,/product/33632
2019.2.2,유한솔,f,18세 · 건성 ·,good,아무래도 남성제품이라 촉촉하지만 산뜻하게 마무리되는 느낌이 강했어요! 속은 촉촉 겉은 산뜻? 가볍게 마무리되서 남상분들이 부담없이 가볍게 바르기 좋은것같아요!!,/product/33632
2019.2.1,민쌈자,f,25세 · 건성 ·,soso,수분감도 적당하고 유분감도 좀 있어서 향도 무난하고 이거 하나만 발라도 괜찮은듯,/product/33632
2019.2.1,꼬부긩,f,28세 · 복합성 ·,good,무조건 올인원만 사용하는 오빠한테 선물했었는데,/product/33632
2019.2.1,힙스,m,23세 · 지성 ·,soso,군대에서 5000언에 주고 샀는뎅 제가 지성이라그런가 번들거림이 좀심하네요.... 지성들은 비추!! 제친구는 건성이라 잘씀...ㅎㅎ,/product/33632
2018.10.17,ㅂㄱㅁ,f,24세 · 복합성 ·,soso,수분도있지만 유분싫어하는분은 피하시는게좋아요 조금 번들거립니다^^,/product/33632
2018.10.12,TENACITE,f,27세 · 지성 ·,good,아빠가 스킨로션 두 개 바르는 것도 귀찮다고 하시길래 😂 올인원 제품 찾다가 생신선물로 작년에 사드렸었는데 되게 마음에 들어하시더라구요!,/product/33632
2018.4.7,둔비니,f,27세 · 민감성 ·,soso,남동생 사줬는데 나쁘지 않다고 하네요 워낙 관리 안하는 남자아이라.. 화장품에 관심도 없는 남자아이지만 ...물어보니 뭐 얼굴이 가렵거나 건조하거나 유분이 넘치거나 그러진 않나봐요 사다주니까 잘 쓰네요,/product/33632
2017.11.29,di_o,f,21세 · 복합성 ·,good,아빠꺼 훔쳐쓰는데 이거 진짜 좋음 얼굴에 트러블 같은더 절대 안나고 촉촉하고 윤기남 간편하기도 하고 좋음,/product/33632
2017.7.10,됴란,f,23세 · 복합성 ·,best,가성비 리얼 꿀템 갓성비 ☆,/product/33632
2017.4.18,mwpgj12,f,22세 · 복합성 ·,good,아빠사다드렸는대 향도 괜찮다하고 촉촉하다함,/product/33632
2017.2.18,ys971109,f,23세 · 건성 ·,soso,"스킨, 크림 바르지 않고 로션만 바르는 사람한테는 조금 부족할 수도 있는 수분감. 하지만 아빠가 끈적거리지 않다고 함. 끈적거리지 않는게 제일 중요한 사람들에게는 만족할 제품",/product/33632
2017.2.17,dlaghkgg,f,52세 · 복합성 ·,best,남편을 사줬더니 하나만 발라도되서 잘 사용한다,/product/33632
2017.2.15,칾칾,f,23세 · 민감성 ·,best,남자친구 사줬는데 잘 쓰네요. 아저씨향이나 화장품 쨍한 냄새가 아니라서 좋대요. 원체 뭐 안바르는 앤데도 쓰는 걸 보면 괜찮은 아이템인듯...,/product/33632
2017.2.10,미니언빔,f,23세 · 복합성 ·,best,얼굴에 바르는걸 너무나도 싫어하는 아빠에게 사줌,/product/33632
2016.12.26,푸딩판다,f,24세 · 민감성 ·,good,이것저것 보다가 스킨푸드 세일한김에 들어가서 사서나온제품이예요ㅋㅋㅋㅋ마침 남친 스킨도 다써가고 이것저것 사줘도 다 안챙겨발라서 올인원이짱인듯 겨울되니까 얼굴 건조해서 다 텃는데 이거 꾸준히 쓰니까 촉촉하구 괜찮더라구용 저는 건성용샀어요 조금더 꾸덕한느낌인데 음 어쨋든 그냥 괜찮은거같은 제품!,/product/33632
2016.11.28,바시냥,f,26세 · 복합성 ·,good,이거 오빠 입대할 때 쯤에 30퍼 세일해서 9800원이었어요. 많은 남자들이 여러개 안바르니까 그냥 이런 플루이드가 쵝오,/product/33632
2016.10.30,박Yu,f,25세 · 복합성 ·,best,냄새도 좋고 완전 촉촉하다하는 내 남친님.,/product/33632
2016.8.23,젬스,f,30세 · 복합성 ·,good,남친이 원래 스킨로션을 안바른다고 하는데 줘도 안바를걸로 예상했지만 주니까 열심히 바르고 있대요 찐득하지도 않고 잘 흡수돼서 좋다고 하네요,/product/33632
2016.7.10,ainibu,f,24세 · 건성 ·,best,건조한 남편은 못사줬지만 저는 테스트하러가서 깔끔하고 안끈적이는게 이게 참 좋아보이더라구요! 스킨푸드는 여러종류있으니 가서 이것저것 보세요!,/product/33632
2016.3.23,민정바라기,f,30세 · 건성 ·,soso,역시 스킨푸드는 가격대비 기능이 좋아요 가성비는 굳,/product/33632
2016.3.14,TnrHus,f,23세 · 지성 ·,good,남친 선물로 사줌,/product/33632
2016.1.28,말하는꽃사슴,f,28세 · 민감성 ·,good,남친이 차에다가 두고 바를 올인원 찾아서 모든 로드샵과 올리브영같은곳을 돌아다니면서 비교해본 결과,/product/33632
2016.1.20,코튼캔딧,f,26세 · 중성 ·,best,동생선물로 줬는데 냄새도 딱좋고 엄청촉촉해요 하나로 써도 무리가없고 진짜 좋은것같아요,/product/33632
2015.5.8,헤픈이,f,25세 · 복합성 ·,soso,그냥 괜찮.,/product/33632
2015.5.6,미미123,f,23세 · 지성 ·,best,남자 선물용으로 괜찮음! 리뉴얼 된것 같은데 리뉴얼 전에는 사용한거 보니까 스킨로션 올인원제품이라 안바르던 사람도 잘 쓰게 되고 일단 중성들은 쓸만하고 몇일 잘쓰니까 얼굴이 뽀애지고 부들부들 해졌음 지속적으로 쓰면 크게 개선될듯 남자들은 오래 쓰기 힘들겠지만! 상당히 괜찮은 제품,/product/33632
6개월 전,틴트콜렉터,f,29세 · 건성 ·,good,용기가 쓰기 편해서 남친이 좋아해요,/product/82032
2019.2.4,언어무어,f,24세 · 복합성 ·,good,남친이 여러개 바르는게 귀찮다고 로션을 안발라서 사줬는데 한번 바르면 모든게 끝나니까 좋다하더라구요!,/product/82032
2019.2.4,요다어진,f,15세 · 복합성 ·,good,저희 아빠가 이걸 5통째 쓰고 계시길래 저도 한 번 발라봤더니 제가 쓰는것보다 더 좋더라구요ㅎㅎ더 촉촉한것 같궁 그래서 저도 샀습니다 ㅋㅋㅋㅋ남성화장품 저도 써도 괜찮겠죠??,/product/82032
2019.2.3,피부야매끈매끈해져,f,21세 · 지성 ·,best,오빠가 쓰는걸 봤고 저도 어쩌다보니 한번 우연히 써보게 됐는데 피부가 수분이 촉촉하게 잘 채워지더라구요! 역시 믿고쓰는 시드물인가여 ㅋㅋㅋㅋ 너무너무 좋았어요 !,/product/82032
2019.2.2,수바수바,f,20세 · 건성 ·,good,냄새가 좋고 편해서 쓰기 좋아요,/product/82032
2019.2.1,염나연,f,18세 · 복합성 ·,good,저희 아버지가 쓰시는 제품인데 냄새가 좋았어요!,/product/82032
2019.1.31,미넹^^,f,25세 · 복합성 ·,good,간편하게 한번에 스킨케아 끝낼수 있어 좋습니다,/product/82032
2019.1.31,sj02196,f,25세 · 복합성 ·,good,아버지 생신선물로 전에 사드린건데 무척 잘쓰고계신 제품이예요! 바를때 옆에서 향이 났는데 향도 남자 화장품 향치고는 강하지도 않고 은은해서 더 좋아요ㅎㅎ,/product/82032
2018.9.21,미라아랑,f,24세 · 건성 ·,good,녹차 필링젤 사면서 구매 금액 맞출 겸 아부지 선물로 사다드렸는데 생각보다 너무 잘 쓰시더라고요 ㅋㅋㅋㅋ,/product/82032
2018.8.1,유재슥,m,28세 · 민감성 ·,good,저는남성화장품 냄새가 싫은데 이건 냄새가 점 덜나고 좋더라고요 ㅋㅋㅋ,/product/82032
2018.4.30,thdgywn,f,20세 · 지성 ·,good,아빠가 로션이 없으셔다 해서 급한대로 사드렸는데 괜찮게 잘 쓰시고 계십니당,/product/82032
2018.4.12,ㅁㅂㄹ,m,31세 · 복합성 ·,good,여러제품 사용하기 귀찮아할 남자들이 아주 무난하게 사용하기 좋은 제품입니다.,/product/82032
2018.3.3,vinnem,f,20세 · 복합성 ·,best,"제가 직접 써본건 아니지만 우리아부지가 최고 조아하시는 로션입니다 사실 로션 그런거 잘 안발라서 걱정했는데 이걸로 사다드리니까 잘쓰시더라구요..? 저번건 맘에 안들어서 잘 안바르셨나봅니다..... 울 아부지 얼굴을 지켜줘서 고맙네,,,,",/product/82032
2018.2.11,악지성남자사람,m,27세 · 지성 ·,good,이것저것 바르고 흡수시키기 귀찮기도 하고 특히 바쁜 아침에 그럴 수 없어 검색 끝에 샀습니다,/product/82032
2018.1.18,늘뽐,f,25세 · 민감성 ·,good,신랑 사줬는데 올인원 제품이라 편리해서 매일 사용하고 있어요.,/product/82032
2018.1.4,유찬이,f,18세 · 민감성 ·,good,아빠한테 사드렸는데 은근 좋고 올인원이라 편해서 나도 가끔 사용한다ㅋㅋㅋ스킨냄새 좋아해서 그런가 딱히 거부감 없고 올인원이라 확실히 편하다 아빠도 만족해 하시는 눈치이시당 남자분들에게 선물로 드리가 좋을듯.,/product/82032
2017.8.31,셀레나,f,28세 · 건성 ·,good,아부지가 생신마다 사달라고 하시는 제품,/product/82032
2017.8.23,또자용,f,26세 · 복합성 ·,good,아빠가 쓰시는데 편해서 좋다고 하셨어요. 향이나 보습력은 무난무난합니다.,/product/82032
2017.6.12,언니5340,f,28세 · 복합성 ·,good,남친이 얼굴 뭐 바르는거 귀찮아해서 사줬더니,/product/82032
2017.2.15,안잘래,f,25세 · 민감성 ·,best,아빠 선물드렷는데 아무말없이 다 쓰시더니 한통비우고 어디서샀냐구 사달라구하심,/product/82032
2017.1.30,B2ST,f,21세 · 건성 ·,good,아빠가 좋아하셔서 여러번 재구매함. 향도 남자스킨 특유의 냄새가 나고 하나만 발라도 돼서 좋아하심.,/product/82032
2017.1.25,dgvvj,f,25세 · 건성 ·,good,아빠가 피부가 건조하시길래 사드렸는데 얼굴에 뭐바르는거 귀찮아하시는편이라 올인원인걸 되게좋아하셔어요 촉촉하다고 하세용,/product/82032
2017.1.17,콩닭,f,33세 · 복합성 ·,good,"군대간 지인들, 혈육들에게 항상 보냈던 제품. 다들 잘쓰더군요. 나중에 아들,조카 군대가면 또 보내줄수도.",/product/82032
2016.11.2,미굥이,f,28세 · 건성 ·,good,제품이없어등록요청했어요!ㅎㅎ,/product/82032
3일 전,한예찬,m,33세 · 복합성 ·,best,토너 너무 흡수가 좋아서 빨리 다써버렸네요ㅠ 아쉬워요,/product/32186
2개월 전,보미형,m,27세 · 복합성 ·,best,안정감있는 제품 화장품에 대해 아무것도 모르는 저와 제 친구들에게 쓰자마자 좋은 스킨로션이라는 생각을 상기시키게 만든 제품! 현5년째 이용중입니당,/product/32186
2018.8.24,호잇캬,f,31세 · 복합성 ·,good,저희 남편의 후기를 토대로 작성합니다 ㅋㅋ,/product/32186
2018.3.16,오코리타,f,29세 · 지성 ·,good,남티니랑 아빠선물로 매번 사서 주구 있는뎅,/product/32186
2018.1.16,바람결에,f,42세 · 지성 ·,good,울남편은 무난하게 괜찮다해서 계속사용중이에요~,/product/32186
2018.1.16,블리블리짱,f,29세 · 중성 ·,best,토니안 피부가 동안이라 따라사봤어요,/product/32186
2017.5.14,라임7979,m,41세 · 지성 ·,soso,촉촉하고 산뜻하네여 가격도 적당합니다^^,/product/32186
2016.9.27,MAJ0319,f,24세 · 복합성 ·,good,남친도토너필요함!!,/product/32186
2016.8.27,웅와,f,18세 · 복합성 ·,good,남자꺼긴한데 너무 촉촉하고 마무리가 산뜻햐서 계속 쓰게 되엇다,/product/32186
2016.8.9,신영히메,f,20세 · 복합성 ·,soso,이 제품도 뭐 로션처럼 그냥 흔한 남성용 스킨케어 제품 같아요 답답한 느낌이 없도록 유분감이 그리 많이 느껴지진 않고 답답한 느낌도 없네여 .. 단점이 있다면 알콜향이 많이 느껴져서 향에 민감하신 분들은 별로 안 좋아하실 수도 있어요 제가 느끼기엔 정말 무난한 스킨 느낌입니다 ! 저는 그냥 흔한 스킨처럼 느껴져서 굳이 이제품을 고집할 필요는 없다고 생각해여 ..,/product/32186
2016.8.8,늉뇽,f,29세 · 복합성 ·,bad,결론적으로 그냥 그래요.. 무난합니다.. 평가단 당첨으로 써봤는데 향도 너무 뻔한 아저씨 스킨 향이고 스킨 로션 다 큰 효과는 없어요. 그렇다고 트러블이 난 건 아닌데 엄청 수분감이 좋다거나 뭐 어떤 그렇다할 좋은 점은 못느꼈습니다...,/product/32186
2016.8.3,reezy,f,31세 · 지성 ·,best,먼저 배송이 엄청빨랐습니다,/product/32186
2016.8.2,TommyB,m,44세 · 지성 ·,soso,"지성 피부에 약간 칙칙한 편이고, 피부 트러블은 턱 안쪽에만 조금 있는 편입니다.",/product/32186
2016.8.2,예지입니다,f,31세 · 복합성 ·,best,개인적으로 같은라인의 로션보다 토너가 더 마음에 듦!!,/product/32186
2016.8.1,시옷,f,25세 · 복합성 ·,soso,평가단리뷰,/product/32186
2016.8.1,yii2,m,35세 · 민감성 ·,best,우선 나는 토너성애자다,/product/32186
2016.8.1,자이,m,27세 · 복합성 ·,good,[피토메스 리파이닝 토너 리-뷰],/product/32186
2016.7.31,글렛피,f,24세 · 복합성 ·,good,평가단 당첨됬는데 일단 난 여자고 군대간 친구들에게,/product/32186
2016.7.31,지미인3,f,25세 · 건성 ·,good,원래 남성 스킨 로션은 뚜껑을 돌려서 여는 형식이 대부분인데,/product/32186
2016.7.31,남자임,m,33세 · 민감성 ·,good,일주일간 사용 후 리뷰내용입니다.,/product/32186
2016.7.30,바맥,m,25세 · 복합성 ·,bad,평가단리뷰입니다. (같은 라인 토너•로션),/product/32186
2016.7.29,hmmh,f,28세 · 복합성 ·,good,평가단 리뷰 입니다 :),/product/32186
2016.7.28,찬토끼,m,21세 · 지성 ·,good,"처음 남성 전용 화장품이라해 어떨까 궁그매 하며 받았는데 용기에서부터 남자남자 느낌이 나고 시원하고 훤칠한 느낌을 받았다. 그리고 용기의 마개가 펌핑타입이라 위생으로도 걱정이 되지않고 간편하게 바를 수 있을 거 같다는 생각이 들었다. 우선 제품을 사용해 보았을 때, 무겁지 않고 수분이 많은 느낌을 받았다. 토너를 바르고 나면 좋은 냄새 그리고 촉촉하게 닦을 수 있어서 당기는 느낌을 받지 않았고, 심지어 따갑지 않았다. 이 제품은 트러블성 수분부족지성분들이 바르면 좋을거 같다. 냄새는 존슨즈베이비 오일냄새가 나고, 성분이 순해서 나같은 여드름성 피부도 부담없이 바를 수 있을 거 같다. 다만 용기가 유리라서 조금 무겁고 들고 다니기 불편함? 이것만 빼면 완벽 그 자체 화장품인것 같다.",/product/32186
2016.7.28,theman,m,27세 · 건성 ·,good,일단 패키징이 특유의 남성 화장품 같지 않아서 좋다. 적당한 용량도 괜찮고. 향도 은은하니 아저씨향이 아니라서 좋다. 스킨은 일년내내 사용할수 있을정도의 제형같지만 왠지 패키징때문에 여름에 더 어울리는 느낌. 일단 제품이 모공 미백 그리고 주름관리까지 도와준다고 광고를 하는데 물론 스킨 한 제품으로는 크게 효과를 못볼수도 있겠지만 꾸준히 사용하면 도움 받을수 있을거 같아요! 토너는 클렌징후에 약간 소독해주고 마지막으로 정리해준다는 느낌을 받는게 좋은데 개인적으로 그렇게 느낀제품이네요!,/product/32186
2016.7.28,꿈의여정,m,39세 · 지성 ·,soso,체험단리뷰입니다,/product/32186
2016.7.28,이묘리따,m,35세 · 복합성 ·,soso,평가단 당첨 시켜 주셔서 감사합니다 ㅎㅎ 저는 프리메라 오가니언스 워터를 쓰고 있었는데요 남성 전용 제품 특유의 향을 별로 좋아하는 편이 아니라서 남성 제품은 잘 안쓰게 되요.,/product/32186
2016.7.28,쿠션팡팡,m,33세 · 복합성 ·,good,평가단리뷰,/product/32186
2016.7.27,준이뷰티,m,20세 · 복합성 ·,good,평가단 리뷰입니다.,/product/32186
2016.7.27,711705,f,25세 · 건성 ·,soso,하하하......,/product/32186
2016.7.25,헤님,f,25세 · 복합성 ·,soso,평가단 리뷰입니다.,/product/32186
2016.7.25,B2UTY,f,22세 · 중성 ·,good,평가단 리뷰,/product/32186
2016.7.25,AmourK,f,26세 · 중성 ·,good,평가단 리뷰,/product/32186
2016.7.24,ㅇ응그래,f,21세 · 건성 ·,good,평가단 리뷰입니다 !,/product/32186
2016.7.22,멜랑콜리최,m,27세 · 민감성 ·,good,"평가단 리뷰입니다. 남성전용 기초제품은 보닌 더스타일 / 라네즈 옴므 요정도 써봤어요 남성용 치고 알콜향도 약하고 향자체가 은은해서 부담없여요 병만보고 알콜향 진한 남자 냄새일줄 알았는데 아니더라구요 ! 보통의 남성용 제품은 심지어 포어라인임에도 불구하고 건조함은 덜해요 전 건성피부라 따로 수분크림 사용해주었으나 보통 남성들이 여름에 사용하기에 적합한 사용감이네요 토너는 닦아내기에도 적당하고 그냥 촵촵 바르기에도 적당한 제형이구 로션같은 경우에 끈적임 없이 산뜻해요~ 상당히 만족스러운 제품이에요 피토메스란 브랜드를 처음 들어봐서 기초제품 바르기 걱정되었는데 피부 뒤집어짐이나 트러블은 없는거 보니 순한 느낌이네요, 군대간 동생/남친/오빠 선물로 제격인듯해요 추천!!",/product/32186
2016.7.21,달아이,f,26세 · 건성 ·,good,평가단 리뷰입니다.,/product/32186
2016.7.21,낌태,m,22세 · 복합성 ·,good,평가단리뷰 입니다. 직접 사용해보고 정말 솔직하게 작성하였습니다.,/product/32186
2016.7.20,슉슉쓱쓱,m,26세 · 지성 ·,bad,[평가단리뷰],/product/32186
2016.7.14,2세,f,24세 · 지성 ·,good,이게 원래 천연코스메틱화장품이라고 출시했을때 샀던제품이었습니다! 남성제품이라고지금은 바꾼것같은데 여성인제가써도무난하고 좋았습니다!,/product/32186
2019.2.1,whang1216,f,21세 · 건성 ·,good,얼마 전에 추천받아서 남친 생일 선물로 줬던 제품,/product/3497
2018.10.9,겟잇콜,m,30세 · 민감성 ·,soso,쏘쏘합니다 트러블생기긴함,/product/3497
2018.1.8,봄나물,f,30세 · 복합성 ·,soso,참 좋아하는 향인데ㅋㅋ...신랑은 시간지나면 번들거려 별로라고 하더라구요,/product/3497
2017.9.28,멜랑콜리최,m,27세 · 민감성 ·,best,알콜과 멘톨이 강하긴 하지만 촉촉한 토너입니다. 첫느낌이 강해서 그렇지 지나면서 피부 진정도 되고 깔끔한 느낌이라 좋습니다 양이 적은거 빼면 만족,/product/3497
2017.6.8,도비~,f,27세 · 건성 ·,best,남자친구 피부가 갑자기 뒤집어져서 선물했는데 써본 화장품 중에서 젤 좋다고 맨날 얘기해용!! 따갑지도 않고 시원하고 트러블도 다 사라졌다며 좋아 하네요!,/product/3497
2017.6.3,seoby,m,29세 · 복합성 ·,best,"저자극, 쿨링, 약산성 이런거 잘 모르고 클렌징 하던때에 썼는데, 지금 생각해보면 이거만큼 피부를 생기롭게 해준게 없던 것 같아요.",/product/3497
2017.4.4,신혜성인형,m,28세 · 복합성 ·,good,멘솔과 알코올이 함유되어잇어서 민감성은 비추,/product/3497
2016.11.24,JamiBoyak,m,35세 · 건성 ·,best,끈적임 없고 트러블 없이 피부에 잘 맞아 오래 사용하고 있습니다.,/product/3497
2016.9.27,MAJ0319,f,24세 · 복합성 ·,good,크으~굿'👍,/product/3497
2016.3.23,민정바라기,f,30세 · 건성 ·,bad,보습이 좋다는데 걍 ㅍㅌㅊ인듯,/product/3497
2016.3.22,뗴뚀,f,28세 · 복합성 ·,good,남자친구 사주려고 같이가서 테스트해봤는데 한번써봐서 효과는 모르겠지만 멘솔향기나는게 좋다고했음~~수분라인이지만 멘솔향나고 무겁지않아서 끈적이는거 싫어하는 남자들한테는 좋을듯!!,/product/3497
2016.3.14,찡찡쩡쩡,f,32세 · 지성 ·,best,남편이 민감성인데,/product/3497
2016.2.14,spero522,f,24세 · 건성 ·,soso,남자친구 선물로 사줬는데 바르면 화~하다고 하네용 화장솜에 묻혀서 남친 발라줬을때 냄새는 약간 남자화장품 냄새였는데 자극적이지도 않고 쏘쏘했어요 근데 큰 효과는 없는것같고 딱 제 역할에 충실한 제품인것 같네용,/product/3497
2016.1.11,DURI,f,32세 · 복합성 ·,good,남친이 너무 좋아하는 제품이예요ㅋ,/product/3497
2015.12.13,빠오링,f,26세 · 복합성 ·,soso,생일선물로 아는 남자 새77ㅣ 한테 조공했는데 그놈 말로는 시원하답디다,/product/3497
2015.11.29,chany57,m,29세 · 중성 ·,best,뭔가 키엘만의 그 독특한 약같은 향과 따끔따끔한 ... 난 그 느낌이 너무 좋더라.,/product/3497
2015.9.8,edddd,f,29세 · 복합성 ·,good,오빠가 쓰던데 좋다고 하더라고요 몇년전부터 써서 벌써 여러통 쓴듯 끈적이지않고 남자화장품치고 너무 자극적이지 않대요,/product/3497
2015.7.13,뽀랑,f,27세 · 중성 ·,best,오빠가 지성피부에다가 요즘 여드름이 많이 올라와서 이거 사줬더니 아주 만족함! 뭔가 피부가 깨끗해지는 느낌,/product/3497
2015.6.23,JennyB,f,30세 · 중성 ·,best,저희 신랑이 엄청난 지성인데 신랑도 반한 키엘!,/product/3497
2015.4.10,tvirus,m,40세 · 복합성 ·,best,이거랑 에너자이징 로션 같이 쓰면 매우 좋음. 완전 상쾌함,/product/3497
2015.3.2,리플리24,m,38세 · 복합성 ·,good,번들거리지 않고 상쾌한 토너,/product/3497
2019.2.20,blakeleee,m,33세 · 복합성 ·,soso,향 위주라 잘 모르겟어요,/product/74074
2019.2.5,빠나나나,f,33세 · 복합성 ·,good,가격싸고 향좋고 굿굿베뤼굿,/product/74074
2019.2.2,모미다미,f,28세 · 민감성 ·,soso,#사요마요 #마요,/product/74074
2019.2.1,ydb,f,20세 · 지성 ·,good,저희 오빠가 잘 사용하는 제품이예요,/product/74074
2019.2.1,오리고개,f,37세 · 건성 ·,good,ck one 향수를 좋아해서 이 로션도 잘 썼습니다.,/product/74074
2019.2.1,바균주,f,23세 · 복합성 ·,good,선물받은 친구가 향수인줄알고 썼다고 하더라고요ㅠ씨케이에서 나와서그런지 향은 엄청 좋아요,/product/74074
2018.11.26,jiho0304,m,22세 · 중성 ·,best,너무 세지도 않고 향도 좋고 겨울에만 수분감이 조금 부족하지만 4계절 잘 쓰고 있습니다. 깔끔하게 발려서 답답한 느낌도 없는 잘 나온 제품,/product/74074
2018.8.13,조르지몽,f,25세 · 건성 ·,soso,오빠꺼 한번 써봤는데 너무 화-하고 얼굴 따가워서 미칠뻔ㅠㅅㅜ,/product/74074
2018.7.2,권삐유,f,26세 · 건성 ·,best,남자친구가 3년째 쭉 잘 쓰고있어요~~~~>_<,/product/74074
2017.10.18,쮈,f,30세 · 복합성 ·,best,아빠선물로 드렸고 좋아허심ㅠ 2년째 쓰시는제품~/순해요,/product/74074
2017.7.17,내일은,f,25세 · 복합성 ·,soso,남자친구꺼 발라봤는데 의외로 좋아요,/product/74074
2017.6.10,암뇰맨암뇰맨그대여,f,20세 · 복합성 ·,good,엄마가 아빠께 선물하신 제품인데! 아빠가 좋다고 말하시면서 쓰셨어요! 냄새도 좋은 남성스러운 향이여서 만족합니다! 제가 남자였으면 이거에 꽂혀서 쓸거같아요😍켈빈클라인 맘에 듭니당 쿸쿸💜,/product/74074
2017.5.18,오리얀,f,25세 · 중성 ·,good,"오빠 피부가 꽤나 예민한 편이라 오빠랑 올리브영에서 여러가지 테스트해보고 이걸로 구입했어요. 오빠는 좋다고 하는데, 향이 좀 많이 진한것 같아요 특유의 남자스킨냄새.. 그래도 귀차니즘 오빠가 한번에 쓰기엔 좋아서 굿굿입니당ㅎㅎ",/product/74074
2017.2.13,블링님,f,25세 · 복합성 ·,good,아저씨냄새.남자냄새 좋아하는 아빠가 딱 마음에 들어하셧어요 그만큼 향은 강하고 겨울에 하나만쓰기엔 촉촉하지 않은거같아요 얼굴이 일어난대요.썪어서 쓰셔야할거같아요,/product/74074
